0,0,2.73589e-05
0,1,8.20484e-05
0,2,0.000136653
0,3,0.000191117
0,4,0.000245384
0,5,0.000299398
0,6,0.000353104
0,7,0.000406447
0,8,0.000459372
0,9,0.000511825
0,10,0.000563752
0,11,0.000615102
0,12,0.000665822
0,13,0.000715861
0,14,0.000765169
0,15,0.000813696
0,16,0.000861395
0,17,0.000908218
0,18,0.00095412
0,19,0.000999054
0,20,0.00104298
0,21,0.00108585
0,22,0.00112762
0,23,0.00116827
0,24,0.00120773
0,25,0.00124599
0,26,0.001283
0,27,0.00131873
0,28,0.00135315
0,29,0.00138621
0,30,0.0014179
0,31,0.00144819
0,32,0.00147704
0,33,0.00150443
0,34,0.00153034
0,35,0.00155474
0,36,0.00157761
0,37,0.00159893
0,38,0.00161869
0,39,0.00163686
0,40,0.00165343
0,41,0.00166838
0,42,0.0016817
0,43,0.00169338
0,44,0.00170341
0,45,0.00171179
0,46,0.0017185
0,47,0.00172353
0,48,0.00172689
0,49,0.00172857
0,50,0.00172857
0,51,0.00172689
0,52,0.00172353
0,53,0.0017185
0,54,0.00171179
0,55,0.00170341
0,56,0.00169338
0,57,0.0016817
0,58,0.00166838
0,59,0.00165343
0,60,0.00163686
0,61,0.00161869
0,62,0.00159893
0,63,0.00157761
0,64,0.00155474
0,65,0.00153034
0,66,0.00150443
0,67,0.00147704
0,68,0.00144819
0,69,0.0014179
0,70,0.00138621
0,71,0.00135315
0,72,0.00131873
0,73,0.001283
0,74,0.00124599
0,75,0.00120773
0,76,0.00116827
0,77,0.00112762
0,78,0.00108585
0,79,0.00104298
0,80,0.000999054
0,81,0.00095412
0,82,0.000908218
0,83,0.000861395
0,84,0.000813696
0,85,0.000765169
0,86,0.000715861
0,87,0.000665822
0,88,0.000615102
0,89,0.000563752
0,90,0.000511825
0,91,0.000459372
0,92,0.000406447
0,93,0.000353104
0,94,0.000299399
0,95,0.000245384
0,96,0.000191117
0,97,0.000136653
0,98,8.20484e-05
0,99,2.73589e-05
1,0,8.21048e-05
1,1,0.00024623
1,2,0.000410101
1,3,0.000573549
1,4,0.000736406
1,5,0.000898504
1,6,0.00105968
1,7,0.00121976
1,8,0.00137859
1,9,0.001536
1,10,0.00169183
1,11,0.00184594
1,12,0.00199815
1,13,0.00214831
1,14,0.00229629
1,15,0.00244192
1,16,0.00258506
1,17,0.00272558
1,18,0.00286333
1,19,0.00299817
1,20,0.00312999
1,21,0.00325864
1,22,0.00338401
1,23,0.00350597
1,24,0.00362441
1,25,0.00373922
1,26,0.00385029
1,27,0.00395751
1,28,0.00406078
1,29,0.00416002
1,30,0.00425512
1,31,0.004346
1,32,0.00443258
1,33,0.00451478
1,34,0.00459253
1,35,0.00466575
1,36,0.00473439
1,37,0.00479837
1,38,0.00485765
1,39,0.00491217
1,40,0.00496189
1,41,0.00500676
1,42,0.00504674
1,43,0.0050818
1,44,0.0051119
1,45,0.00513703
1,46,0.00515716
1,47,0.00517227
1,48,0.00518235
1,49,0.00518739
1,50,0.00518739
1,51,0.00518235
1,52,0.00517227
1,53,0.00515716
1,54,0.00513703
1,55,0.0051119
1,56,0.0050818
1,57,0.00504674
1,58,0.00500676
1,59,0.00496189
1,60,0.00491217
1,61,0.00485765
1,62,0.00479837
1,63,0.00473439
1,64,0.00466575
