0,0,0.00499974
0,1,0.0149992
0,2,0.0249987
0,3,0.0349982
0,4,0.0449977
0,5,0.0549972
0,6,0.0649967
0,7,0.0749962
0,8,0.0849957
0,9,0.0949952
0,10,0.104995
0,11,0.114994
0,12,0.124994
0,13,0.134993
0,14,0.144993
0,15,0.154992
0,16,0.164992
0,17,0.174992
0,18,0.184991
0,19,0.194991
0,20,0.20499
0,21,0.21499
0,22,0.22499
0,23,0.234989
0,24,0.244989
0,25,0.254988
0,26,0.264988
0,27,0.274988
0,28,0.284987
0,29,0.294987
0,30,0.304987
0,31,0.314987
0,32,0.324986
0,33,0.334986
0,34,0.344986
0,35,0.354986
0,36,0.364985
0,37,0.374985
0,38,0.384985
0,39,0.394985
0,40,0.404985
0,41,0.414985
0,42,0.424984
0,43,0.434984
0,44,0.444984
0,45,0.454984
0,46,0.464984
0,47,0.474984
0,48,0.484984
0,49,0.494984
0,50,0.504984
0,51,0.514984
0,52,0.524984
0,53,0.534984
0,54,0.544984
0,55,0.554984
0,56,0.564984
0,57,0.574985
0,58,0.584985
0,59,0.594985
0,60,0.604985
0,61,0.614985
0,62,0.624985
0,63,0.634986
0,64,0.644986
0,65,0.654986
0,66,0.664986
0,67,0.674987
0,68,0.684987
0,69,0.694987
0,70,0.704987
0,71,0.714988
0,72,0.724988
0,73,0.734988
0,74,0.744989
0,75,0.754989
0,76,0.764989
0,77,0.77499
0,78,0.78499
0,79,0.794991
0,80,0.804991
0,81,0.814991
0,82,0.824992
0,83,0.834992
0,84,0.844993
0,85,0.854993
0,86,0.864994
0,87,0.874994
0,88,0.884994
0,89,0.894995
0,90,0.904995
0,91,0.914996
0,92,0.924996
0,93,0.934997
0,94,0.944997
0,95,0.954998
0,96,0.964998
0,97,0.974999
0,98,0.984999
0,99,0.995
